# SYNTHETIC DATA — generated by src/generate_data.py. NOT REAL.
# RANDOM_SEED=42
# date range: 2022-01-01 to 2024-12-31 (1096 daily rows)
date,sales,baseline,trend,weekly,annual,events,mu,is_match_day,match_importance,is_bank_holiday,holiday_name
2022-09-25,2613.53,2500.0,65.7906,100.0,7.6372,0.0,2673.4278,0,0.0,0,
2022-09-26,2145.47,2500.0,66.037,-700.0,7.2124,0.0,1873.2493,0,0.0,0,
2022-09-27,1648.12,2500.0,66.2834,-800.0,6.8373,0.0,1773.1207,0,0.0,0,
2022-09-28,2109.1,2500.0,66.5298,-500.0,6.512,0.0,2073.0418,0,0.0,0,
2022-09-29,2366.21,2500.0,66.7762,-200.0,6.2368,0.0,2373.013,0,0.0,0,
2022-09-30,3345.97,2500.0,67.0226,800.0,6.012,0.0,3373.0346,0,0.0,0,
2022-10-01,4255.24,2500.0,67.269,1300.0,5.8385,421.4062,4294.5136,1,0.3276,0,
2022-10-02,3047.36,2500.0,67.5154,100.0,5.7174,348.2397,3021.4725,1,0.4299,0,
2022-10-03,2000.5,2500.0,67.7618,-700.0,5.6501,0.0,1873.4119,0,0.0,0,
2022-10-04,1969.14,2500.0,68.0082,-800.0,5.6385,0.0,1773.6467,0,0.0,0,
2022-10-05,2073.57,2500.0,68.2546,-500.0,5.6846,0.0,2073.9392,0,0.0,0,
2022-10-06,2529.16,2500.0,68.501,-200.0,5.7911,0.0,2374.2921,0,0.0,0,
2022-10-07,3185.25,2500.0,68.7474,800.0,5.9609,0.0,3374.7083,0,0.0,0,
2022-10-08,4853.8,2500.0,68.9938,1300.0,6.1974,698.3593,4573.5505,1,0.6677,0,
2022-10-09,2512.63,2500.0,69.2402,100.0,6.5044,0.0,2675.7446,0,0.0,0,
2022-10-10,2040.09,2500.0,69.4867,-700.0,6.8861,0.0,1876.3727,0,0.0,0,
2022-10-11,2091.36,2500.0,69.7331,-800.0,7.3473,0.0,1777.0803,0,0.0,0,
2022-10-12,2276.94,2500.0,69.9795,-500.0,7.8931,221.5279,2299.4005,1,0.3172,0,
2022-10-13,1961.51,2500.0,70.2259,-200.0,8.5293,0.0,2378.7552,0,0.0,0,
2022-10-14,3231.55,2500.0,70.4723,800.0,9.262,0.0,3379.7342,0,0.0,0,
2022-10-15,4569.69,2500.0,70.7187,1300.0,10.0978,278.9301,4159.7466,1,0.1518,0,
2022-10-16,3178.93,2500.0,70.9651,100.0,11.0439,362.223,3044.232,1,0.4527,0,
2022-10-17,2042.96,2500.0,71.2115,-700.0,12.1079,119.7578,2003.0772,1,0.1123,0,
2022-10-18,2198.78,2500.0,71.4579,-800.0,13.298,249.845,2034.6009,1,0.4761,0,
2022-10-19,2326.26,2500.0,71.7043,-500.0,14.6227,153.1365,2239.4635,1,0.159,0,
2022-10-20,2620.68,2500.0,71.9507,-200.0,16.0912,0.0,2388.0419,0,0.0,0,
2022-10-21,3859.25,2500.0,72.1971,800.0,17.7129,204.9223,3594.8324,1,0.0974,0,
2022-10-22,4830.95,2500.0,72.4435,1300.0,19.4977,414.7298,4306.6711,1,0.317,0,
2022-10-23,2987.04,2500.0,72.6899,100.0,21.456,209.5503,2903.6963,1,0.1799,0,
2022-10-24,2033.88,2500.0,72.9363,-700.0,23.5985,0.0,1896.5348,0,0.0,0,
2022-10-25,1754.91,2500.0,73.1828,-800.0,25.936,0.0,1799.1187,0,0.0,0,
2022-10-26,2256.75,2500.0,73.4292,-500.0,28.4798,268.9206,2370.8296,1,0.4188,0,
2022-10-27,2733.29,2500.0,73.6756,-200.0,31.2413,0.0,2404.9169,0,0.0,0,
2022-10-28,3467.1,2500.0,73.922,800.0,34.2321,0.0,3408.1541,0,0.0,0,
2022-10-29,4633.02,2500.0,74.1684,1300.0,37.4638,441.1122,4352.7444,1,0.3465,0,
2022-10-30,2742.24,2500.0,74.4148,100.0,40.9479,0.0,2715.3627,0,0.0,0,
2022-10-31,1829.3,2500.0,74.6612,-700.0,44.696,0.0,1919.3572,0,0.0,0,
2022-11-01,1825.23,2500.0,74.9076,-800.0,48.7193,0.0,1823.6269,0,0.0,0,
2022-11-02,2372.67,2500.0,75.154,-500.0,53.0288,0.0,2128.1828,0,0.0,0,
2022-11-03,2541.11,2500.0,75.4004,-200.0,57.635,0.0,2433.0355,0,0.0,0,
2022-11-04,2967.44,2500.0,75.6468,800.0,62.5481,0.0,3438.1949,0,0.0,0,
2022-11-05,3875.76,2500.0,75.8932,1300.0,67.7772,0.0,3943.6704,0,0.0,0,
2022-11-06,3141.5,2500.0,76.1396,100.0,73.3311,0.0,2749.4707,0,0.0,0,
2022-11-07,1922.16,2500.0,76.386,-700.0,79.2173,0.0,1955.6034,0,0.0,0,
2022-11-08,1876.25,2500.0,76.6324,-800.0,85.4426,329.9064,2191.9814,1,0.6532,0,
2022-11-09,2497.36,2500.0,76.8789,-500.0,92.0122,0.0,2168.8911,0,0.0,0,
2022-11-10,2611.23,2500.0,77.1253,-200.0,98.9303,0.0,2476.0556,0,0.0,0,
2022-11-11,3464.06,2500.0,77.3717,800.0,106.1994,0.0,3483.5711,0,0.0,0,
2022-11-12,4089.75,2500.0,77.6181,1300.0,113.8205,223.5527,4214.9913,1,0.0762,0,
2022-11-13,3042.07,2500.0,77.8645,100.0,121.7927,0.0,2799.6571,0,0.0,0,
2022-11-14,1921.15,2500.0,78.1109,-700.0,130.1131,0.0,2008.224,0,0.0,0,
2022-11-15,2093.24,2500.0,78.3573,-800.0,138.777,0.0,1917.1343,0,0.0,0,
2022-11-16,2322.95,2500.0,78.6037,-500.0,147.7772,0.0,2226.3809,0,0.0,0,
2022-11-17,2585.59,2500.0,78.8501,-200.0,157.1042,0.0,2535.9543,0,0.0,0,
2022-11-18,3837.41,2500.0,79.0965,800.0,166.7463,247.4084,3793.2512,1,0.1418,0,
2022-11-19,4241.36,2500.0,79.3429,1300.0,176.6888,245.5411,4301.5728,1,0.0978,0,
2022-11-20,3106.29,2500.0,79.5893,100.0,186.9147,0.0,2866.504,0,0.0,0,
2022-11-21,1933.44,2500.0,79.8357,-700.0,197.404,0.0,2077.2397,0,0.0,0,
2022-11-22,1730.24,2500.0,80.0821,-800.0,208.1338,0.0,1988.2159,0,0.0,0,
2022-11-23,2412.43,2500.0,80.3285,-500.0,219.0785,0.0,2299.407,0,0.0,0,
2022-11-24,2742.63,2500.0,80.5749,-200.0,230.2095,0.0,2610.7844,0,0.0,0,
2022-11-25,4076.35,2500.0,80.8214,800.0,241.495,303.2213,3925.5377,1,0.2081,0,
2022-11-26,4632.31,2500.0,81.0678,1300.0,252.9007,352.0184,4485.9868,1,0.215,0,
2022-11-27,3025.33,2500.0,81.3142,100.0,264.3888,159.2504,3104.9534,1,0.067,0,
2022-11-28,2293.4,2500.0,81.5606,-700.0,275.9192,0.0,2157.4797,0,0.0,0,
2022-11-29,2061.71,2500.0,81.807,-800.0,287.4485,0.0,2069.2555,0,0.0,0,
2022-11-30,2288.2,2500.0,82.0534,-500.0,298.9309,0.0,2380.9843,0,0.0,0,
2022-12-01,2625.43,2500.0,82.2998,-200.0,310.3181,0.0,2692.6179,0,0.0,0,
2022-12-02,4302.88,2500.0,82.5462,800.0,321.5591,0.0,3704.1053,0,0.0,0,
2022-12-03,4189.99,2500.0,82.7926,1300.0,332.6011,649.8918,4865.2854,1,0.5437,0,
2022-12-04,3147.43,2500.0,83.039,100.0,343.3891,0.0,3026.4281,0,0.0,0,
2022-12-05,1936.64,2500.0,83.2854,-700.0,353.8666,0.0,2237.152,0,0.0,0,
2022-12-06,2128.91,2500.0,83.5318,-800.0,363.9756,0.0,2147.5075,0,0.0,0,
2022-12-07,2724.55,2500.0,83.7782,-500.0,373.6574,365.0303,2822.4659,1,0.5169,0,
2022-12-08,2305.36,2500.0,84.0246,-200.0,382.8522,0.0,2766.8769,0,0.0,0,
2022-12-09,3893.28,2500.0,84.271,800.0,391.5005,0.0,3775.7715,0,0.0,0,
2022-12-10,4627.55,2500.0,84.5175,1300.0,399.5426,488.5967,4772.6568,1,0.3526,0,
2022-12-11,2724.31,2500.0,84.7639,100.0,406.9197,182.4831,3274.1667,1,0.0906,0,
2022-12-12,2452.97,2500.0,85.0103,-700.0,413.5743,0.0,2298.5845,0,0.0,0,
2022-12-13,2457.81,2500.0,85.2567,-800.0,419.4503,0.0,2204.707,0,0.0,0,
2022-12-14,2809.21,2500.0,85.5031,-500.0,424.4942,0.0,2509.9973,0,0.0,0,
2022-12-15,2895.22,2500.0,85.7495,-200.0,428.6553,0.0,2814.4047,0,0.0,0,
2022-12-16,3831.95,2500.0,85.9959,800.0,431.886,0.0,3817.8819,0,0.0,0,
2022-12-17,5054.33,2500.0,86.2423,1300.0,434.1429,248.4936,4568.8789,1,0.0834,0,
2022-12-18,4028.86,2500.0,86.4887,100.0,435.3873,429.061,3550.937,1,0.464,0,
2022-12-19,2931.23,2500.0,86.7351,-700.0,435.5852,365.1873,2687.5077,1,0.5583,0,
2022-12-20,2054.35,2500.0,86.9815,-800.0,434.7086,0.0,2221.6901,0,0.0,0,
2022-12-21,2560.55,2500.0,87.2279,-500.0,432.7354,0.0,2519.9634,0,0.0,0,
2022-12-22,2916.18,2500.0,87.4743,-200.0,429.6504,0.0,2817.1248,0,0.0,0,
2022-12-23,3261.14,2500.0,87.7207,800.0,425.4451,0.0,3813.1659,0,0.0,0,
2022-12-24,4863.49,2500.0,87.9671,1300.0,420.1187,379.3907,4687.4766,1,0.2289,0,
2022-12-25,2566.16,2500.0,88.2136,100.0,413.678,-930.5675,2171.3241,0,0.0,1,Christmas Day
2022-12-26,3562.08,2500.0,88.46,-700.0,406.1377,1093.9986,3388.5963,1,0.1751,1,Boxing Day
2022-12-27,3049.51,2500.0,88.7064,-800.0,397.5209,541.7297,2727.957,1,0.0371,1,Christmas Day (observed)
2022-12-28,2661.07,2500.0,88.9528,-500.0,387.8587,145.8778,2622.6893,1,0.09,0,
2022-12-29,3066.9,2500.0,89.1992,-200.0,377.1904,318.5853,3084.9749,1,0.3579,0,
2022-12-30,3869.54,2500.0,89.4456,800.0,365.5635,0.0,3755.0091,0,0.0,0,
2022-12-31,4369.61,2500.0,89.692,1300.0,353.033,431.9859,4674.7109,1,0.2944,0,
2023-01-01,3283.89,2500.0,89.9384,100.0,336.1957,532.1013,3558.2354,1,0.4087,1,New Year's Day
2023-01-02,2923.38,2500.0,90.1848,-700.0,321.8725,442.4115,2654.4688,0,0.0,1,New Year's Day (observed)
2023-01-03,2327.56,2500.0,90.4312,-800.0,306.8748,0.0,2097.306,0,0.0,0,
2023-01-04,2193.1,2500.0,90.6776,-500.0,291.286,0.0,2381.9636,0,0.0,0,
2023-01-05,2872.58,2500.0,90.924,-200.0,275.1949,0.0,2666.1189,0,0.0,0,
2023-01-06,3624.47,2500.0,91.1704,800.0,258.6941,0.0,3649.8646,0,0.0,0,
2023-01-07,4524.2,2500.0,91.4168,1300.0,241.8798,271.1715,4404.4681,1,0.1219,0,
2023-01-08,3215.37,2500.0,91.6632,100.0,224.8501,184.6794,3101.1927,1,0.1111,0,
2023-01-09,2470.77,2500.0,91.9097,-700.0,207.7046,189.0915,2288.7058,1,0.2384,0,
2023-01-10,2082.23,2500.0,92.1561,-800.0,190.5433,85.8422,2068.5415,1,0.0157,0,
2023-01-11,2521.49,2500.0,92.4025,-500.0,173.465,0.0,2265.8675,0,0.0,0,
2023-01-12,2909.52,2500.0,92.6489,-200.0,156.567,290.0214,2839.2374,1,0.3513,0,
2023-01-13,3709.25,2500.0,92.8953,800.0,139.9436,0.0,3532.8388,0,0.0,0,
2023-01-14,4015.04,2500.0,93.1417,1300.0,123.6849,284.9787,4301.8053,1,0.1474,0,
2023-01-15,3588.7,2500.0,93.3881,100.0,107.8766,258.9587,3060.2234,1,0.2497,0,
2023-01-16,2060.89,2500.0,93.6345,-700.0,92.5983,0.0,1986.2328,0,0.0,0,
2023-01-17,2185.19,2500.0,93.8809,-800.0,77.9234,195.4724,2067.2767,1,0.3068,0,
2023-01-18,1880.4,2500.0,94.1273,-500.0,63.9178,0.0,2158.0451,0,0.0,0,
2023-01-19,2284.09,2500.0,94.3737,-200.0,50.6395,0.0,2445.0133,0,0.0,0,
2023-01-20,3772.71,2500.0,94.6201,800.0,38.1386,0.0,3432.7587,0,0.0,0,
2023-01-21,4425.12,2500.0,94.8665,1300.0,26.4562,404.5107,4325.8334,1,0.3007,0,
2023-01-22,2620.92,2500.0,95.1129,100.0,15.6244,383.9982,3094.7356,1,0.4841,0,
2023-01-23,2369.23,2500.0,95.3593,-700.0,5.6668,286.5034,2187.5296,1,0.5272,0,
2023-01-24,1714.24,2500.0,95.6057,-800.0,-3.4024,0.0,1792.2033,0,0.0,0,
2023-01-25,2319.6,2500.0,95.8522,-500.0,-11.5776,0.0,2084.2745,0,0.0,0,
2023-01-26,2360.53,2500.0,96.0986,-200.0,-18.8618,0.0,2377.2368,0,0.0,0,
2023-01-27,3426.29,2500.0,96.345,800.0,-25.2659,0.0,3371.0791,0,0.0,0,
2023-01-28,4475.21,2500.0,96.5914,1300.0,-30.8086,223.7171,4089.4998,1,0.0851,0,
2023-01-29,2731.65,2500.0,96.8378,100.0,-35.5156,281.6309,2942.953,1,0.3134,0,
2023-01-30,1710.12,2500.0,97.0842,-700.0,-39.419,0.0,1857.6652,0,0.0,0,
2023-01-31,1727.19,2500.0,97.3306,-800.0,-42.5563,0.0,1754.7743,0,0.0,0,
2023-02-01,2188.44,2500.0,97.577,-500.0,-44.9701,0.0,2052.6069,0,0.0,0,
2023-02-02,2100.79,2500.0,97.8234,-200.0,-46.7068,0.0,2351.1166,0,0.0,0,
2023-02-03,2903.19,2500.0,98.0698,800.0,-47.8163,0.0,3350.2535,0,0.0,0,
2023-02-04,4502.58,2500.0,98.3162,1300.0,-48.3507,374.2522,4224.2177,1,0.2724,0,
2023-02-05,2739.25,2500.0,98.5626,100.0,-48.3637,227.8873,2878.0863,1,0.219,0,
2023-02-06,1792.82,2500.0,98.809,-700.0,-47.9097,0.0,1850.8994,0,0.0,0,
2023-02-07,1491.76,2500.0,99.0554,-800.0,-47.0433,0.0,1752.0122,0,0.0,0,
2023-02-08,1941.94,2500.0,99.3018,-500.0,-45.8183,0.0,2053.4836,0,0.0,0,
2023-02-09,2479.82,2500.0,99.5483,-200.0,-44.2873,126.0654,2481.3263,1,0.0644,0,
2023-02-10,3607.18,2500.0,99.7947,800.0,-42.5011,0.0,3357.2936,0,0.0,0,
2023-02-11,3790.46,2500.0,100.0411,1300.0,-40.5079,180.168,4039.7012,1,0.0318,0,
2023-02-12,3391.17,2500.0,100.2875,100.0,-38.3533,332.2347,2994.1689,1,0.4039,0,
2023-02-13,1940.29,2500.0,100.5339,-700.0,-36.0797,188.2546,2052.7088,1,0.2903,0,
2023-02-14,1858.58,2500.0,100.7803,-800.0,-33.7261,198.968,1966.0222,1,0.3457,0,
2023-02-15,2324.25,2500.0,101.0267,-500.0,-31.328,0.0,2069.6987,0,0.0,0,
2023-02-16,2412.49,2500.0,101.2731,-200.0,-28.9171,0.0,2372.356,0,0.0,0,
2023-02-17,3225.95,2500.0,101.5195,800.0,-26.5213,0.0,3374.9982,0,0.0,0,
2023-02-18,4588.24,2500.0,101.7659,1300.0,-24.165,768.2955,4645.8964,1,0.753,0,
2023-02-19,2970.26,2500.0,102.0123,100.0,-21.8685,0.0,2680.1438,0,0.0,0,
2023-02-20,2103.43,2500.0,102.2587,-700.0,-19.6489,0.0,1882.6098,0,0.0,0,
2023-02-21,1828.48,2500.0,102.5051,-800.0,-17.5199,171.3217,1956.307,1,0.2666,0,
2023-02-22,2080.17,2500.0,102.7515,-500.0,-15.4918,0.0,2087.2597,0,0.0,0,
2023-02-23,2406.66,2500.0,102.9979,-200.0,-13.5722,0.0,2389.4258,0,0.0,0,
2023-02-24,3123.89,2500.0,103.2444,800.0,-11.7657,0.0,3391.4786,0,0.0,0,
2023-02-25,4094.84,2500.0,103.4908,1300.0,-10.0748,219.7484,4113.1644,1,0.0783,0,
2023-02-26,2870.42,2500.0,103.7372,100.0,-8.4995,173.9627,2869.2004,1,0.1169,0,
2023-02-27,2206.31,2500.0,103.9836,-700.0,-7.0381,124.9363,2021.8818,1,0.1232,0,
2023-02-28,2163.29,2500.0,104.23,-800.0,-5.6871,174.1952,1972.738,1,0.2707,0,
2023-03-01,2044.73,2500.0,104.4764,-500.0,-4.4419,0.0,2100.0345,0,0.0,0,
2023-03-02,2360.32,2500.0,104.7228,-200.0,-3.2965,0.0,2401.4263,0,0.0,0,
2023-03-03,3583.56,2500.0,104.9692,800.0,-2.244,0.0,3402.7252,0,0.0,0,
2023-03-04,3721.18,2500.0,105.2156,1300.0,-1.2771,0.0,3903.9385,0,0.0,0,
2023-03-05,3155.56,2500.0,105.462,100.0,-0.3877,308.5648,3013.6391,1,0.3527,0,
2023-03-06,1892.74,2500.0,105.7084,-700.0,0.4326,0.0,1906.141,0,0.0,0,
2023-03-07,1667.0,2500.0,105.9548,-800.0,1.1921,0.0,1807.1469,0,0.0,0,
2023-03-08,1946.73,2500.0,106.2012,-500.0,1.8994,0.0,2108.1007,0,0.0,0,
2023-03-09,2687.89,2500.0,106.4476,-200.0,2.563,0.0,2409.0106,0,0.0,0,
2023-03-10,3367.21,2500.0,106.694,800.0,3.191,0.0,3409.885,0,0.0,0,
2023-03-11,5092.77,2500.0,106.9405,1300.0,3.7916,591.2547,4501.9868,1,0.5295,0,
2023-03-12,2888.61,2500.0,107.1869,100.0,4.3724,300.8341,3012.3934,1,0.3378,0,
2023-03-13,1956.93,2500.0,107.4333,-700.0,4.9409,0.0,1912.3742,0,0.0,0,
2023-03-14,2348.34,2500.0,107.6797,-800.0,5.5042,157.8716,1971.0555,1,0.2241,0,
2023-03-15,2172.35,2500.0,107.9261,-500.0,6.0688,259.0981,2373.093,1,0.3932,0,
2023-03-16,2048.18,2500.0,108.1725,-200.0,6.6412,0.0,2414.8137,0,0.0,0,
2023-03-17,3767.21,2500.0,108.4189,800.0,7.2272,0.0,3415.6461,0,0.0,0,
2023-03-18,4260.45,2500.0,108.6653,1300.0,7.8324,645.7193,4562.2171,1,0.5946,0,
2023-03-19,2712.87,2500.0,108.9117,100.0,8.4621,0.0,2717.3738,0,0.0,0,
2023-03-20,1828.36,2500.0,109.1581,-700.0,9.121,0.0,1918.2791,0,0.0,0,
2023-03-21,1858.25,2500.0,109.4045,-800.0,9.8139,0.0,1819.2184,0,0.0,0,
2023-03-22,1958.97,2500.0,109.6509,-500.0,10.545,0.0,2120.1959,0,0.0,0,
2023-03-23,2386.36,2500.0,109.8973,-200.0,11.3185,0.0,2421.2158,0,0.0,0,
2023-03-24,3545.43,2500.0,110.1437,800.0,12.1381,0.0,3422.2818,0,0.0,0,
2023-03-25,3924.12,2500.0,110.3901,1300.0,13.0075,345.0348,4268.4325,1,0.2283,0,
2023-03-26,2914.31,2500.0,110.6366,100.0,13.9303,362.6525,3087.2194,1,0.4434,0,
2023-03-27,1872.27,2500.0,110.883,-700.0,14.9098,0.0,1925.7927,0,0.0,0,
2023-03-28,1787.68,2500.0,111.1294,-800.0,15.9491,191.3123,2018.3908,1,0.3081,0,
2023-03-29,2056.48,2500.0,111.3758,-500.0,17.0513,0.0,2128.4271,0,0.0,0,
2023-03-30,2452.93,2500.0,111.6222,-200.0,18.2195,0.0,2429.8417,0,0.0,0,
2023-03-31,3321.65,2500.0,111.8686,800.0,19.4565,0.0,3431.3251,0,0.0,0,
2023-04-01,4384.07,2500.0,112.115,1300.0,20.7653,548.4853,4481.3655,1,0.4736,0,
2023-04-02,2950.14,2500.0,112.3614,100.0,22.1484,220.3345,2954.8443,1,0.1932,0,
2023-04-03,2021.1,2500.0,112.6078,-700.0,23.6087,196.7763,2132.9928,1,0.2935,0,
2023-04-04,1939.62,2500.0,112.8542,-800.0,25.1488,0.0,1838.003,0,0.0,0,
2023-04-05,2385.7,2500.0,113.1006,-500.0,26.7712,0.0,2139.8718,0,0.0,0,
2023-04-06,2660.88,2500.0,113.347,-200.0,28.4784,321.72,2763.5455,1,0.4369,0,
2023-04-07,4221.5,2500.0,113.5934,800.0,30.273,619.896,4063.7624,0,0.0,1,Good Friday
2023-04-08,3870.35,2500.0,113.8398,1300.0,32.1572,0.0,3945.997,0,0.0,0,
2023-04-09,3028.01,2500.0,114.0862,100.0,34.1334,193.7696,2941.9892,1,0.1453,0,
2023-04-10,2677.74,2500.0,114.3326,-700.0,36.2037,429.118,2379.6544,0,0.0,1,Easter Monday
2023-04-11,1928.35,2500.0,114.5791,-800.0,38.3703,0.0,1852.9494,0,0.0,0,
2023-04-12,1849.66,2500.0,114.8255,-500.0,40.6352,0.0,2155.4607,0,0.0,0,
2023-04-13,2547.35,2500.0,115.0719,-200.0,43.0003,0.0,2458.0721,0,0.0,0,
2023-04-14,3802.12,2500.0,115.3183,800.0,45.4672,0.0,3460.7855,0,0.0,0,
2023-04-15,4315.74,2500.0,115.5647,1300.0,48.0376,430.0244,4393.6267,1,0.3262,0,
2023-04-16,2986.88,2500.0,115.8111,100.0,50.713,0.0,2766.5241,0,0.0,0,
2023-04-17,1860.81,2500.0,116.0575,-700.0,53.4946,0.0,1969.5521,0,0.0,0,
2023-04-18,1650.13,2500.0,116.3039,-800.0,56.3835,0.0,1872.6874,0,0.0,0,
2023-04-19,2200.5,2500.0,116.5503,-500.0,59.3805,0.0,2175.9308,0,0.0,0,
2023-04-20,2130.9,2500.0,116.7967,-200.0,62.4864,0.0,2479.2831,0,0.0,0,
2023-04-21,3415.94,2500.0,117.0431,800.0,65.7016,0.0,3482.7447,0,0.0,0,
2023-04-22,4747.8,2500.0,117.2895,1300.0,69.0263,318.3356,4304.6514,1,0.1898,0,
2023-04-23,2363.74,2500.0,117.5359,100.0,72.4604,0.0,2789.9963,0,0.0,0,
2023-04-24,1789.7,2500.0,117.7823,-700.0,76.0035,0.0,1993.7859,0,0.0,0,
2023-04-25,1741.01,2500.0,118.0287,-800.0,79.6551,0.0,1897.6839,0,0.0,0,
2023-04-26,2190.54,2500.0,118.2752,-500.0,83.4142,0.0,2201.6894,0,0.0,0,
2023-04-27,2432.49,2500.0,118.5216,-200.0,87.2797,0.0,2505.8012,0,0.0,0,
2023-04-28,3902.9,2500.0,118.768,800.0,91.2498,0.0,3510.0178,0,0.0,0,
2023-04-29,4815.53,2500.0,119.0144,1300.0,95.3229,459.6182,4473.9554,1,0.3547,0,
2023-04-30,3124.97,2500.0,119.2608,100.0,99.4966,187.1136,3005.8709,1,0.1256,0,
2023-05-01,2700.46,2500.0,119.5072,-700.0,103.7683,646.0868,2669.3624,1,0.1397,1,May Day
2023-05-02,2183.6,2500.0,119.7536,-800.0,108.1353,189.1121,2117.001,1,0.2766,0,
2023-05-03,2078.64,2500.0,120.0,-500.0,112.5941,0.0,2232.5941,0,0.0,0,
2023-05-04,2711.39,2500.0,120.2464,-200.0,117.1412,0.0,2537.3876,0,0.0,0,
2023-05-05,3227.13,2500.0,120.4928,800.0,121.7724,0.0,3542.2652,0,0.0,0,
2023-05-06,4650.74,2500.0,120.7392,1300.0,126.4836,312.174,4359.3968,1,0.1768,0,
2023-05-07,3469.1,2500.0,120.9856,100.0,131.2698,316.1828,3168.4382,1,0.3374,0,
2023-05-08,2510.48,2500.0,121.232,-700.0,136.1259,411.4716,2468.8295,0,0.0,1,Coronation of Charles III
2023-05-09,1934.86,2500.0,121.4784,-800.0,141.0466,0.0,1962.525,0,0.0,0,
2023-05-10,2340.37,2500.0,121.7248,-500.0,146.0259,0.0,2267.7507,0,0.0,0,
2023-05-11,1984.01,2500.0,121.9713,-200.0,151.0576,0.0,2573.0288,0,0.0,0,
2023-05-12,3664.88,2500.0,122.2177,800.0,156.1351,0.0,3578.3528,0,0.0,0,
2023-05-13,4524.41,2500.0,122.4641,1300.0,161.2517,482.0976,4565.8134,1,0.3717,0,
2023-05-14,2877.41,2500.0,122.7105,100.0,166.4001,0.0,2889.1106,0,0.0,0,
2023-05-15,2212.92,2500.0,122.9569,-700.0,171.5727,0.0,2094.5296,0,0.0,0,
2023-05-16,1988.0,2500.0,123.2033,-800.0,176.7618,0.0,1999.9651,0,0.0,0,
2023-05-17,2095.12,2500.0,123.4497,-500.0,181.9592,0.0,2305.4089,0,0.0,0,
2023-05-18,2581.32,2500.0,123.6961,-200.0,187.1566,0.0,2610.8527,0,0.0,0,
2023-05-19,3635.83,2500.0,123.9425,800.0,192.3454,0.0,3616.2879,0,0.0,0,
2023-05-20,4397.54,2500.0,124.1889,1300.0,197.5167,235.771,4357.4766,1,0.0819,0,
2023-05-21,3215.84,2500.0,124.4353,100.0,202.6616,247.6167,3174.7136,1,0.2124,0,
2023-05-22,2309.76,2500.0,124.6817,-700.0,207.7708,0.0,2132.4525,0,0.0,0,
2023-05-23,2020.14,2500.0,124.9281,-800.0,212.835,174.5903,2212.3535,1,0.2175,0,
2023-05-24,2597.66,2500.0,125.1745,-500.0,217.8447,218.6337,2561.653,1,0.2539,0,
2023-05-25,2921.49,2500.0,125.4209,-200.0,222.7904,0.0,2648.2114,0,0.0,0,
2023-05-26,3146.36,2500.0,125.6674,800.0,227.6625,0.0,3653.3298,0,0.0,0,
2023-05-27,4826.87,2500.0,125.9138,1300.0,232.4512,600.115,4758.48,1,0.4967,0,
2023-05-28,3202.14,2500.0,126.1602,100.0,237.1471,396.1617,3359.4689,1,0.4461,0,
2023-05-29,2875.02,2500.0,126.4066,-700.0,241.7403,794.7384,2962.8853,1,0.2217,1,Spring Bank Holiday
2023-05-30,1922.83,2500.0,126.653,-800.0,246.2215,0.0,2072.8745,0,0.0,0,
2023-05-31,2345.23,2500.0,126.8994,-500.0,250.5811,0.0,2377.4804,0,0.0,0,
2023-06-01,3077.01,2500.0,127.1458,-200.0,254.8097,0.0,2681.9555,0,0.0,0,
2023-06-02,3313.41,2500.0,127.3922,800.0,258.8984,0.0,3686.2906,0,0.0,0,
2023-06-03,3798.38,2500.0,127.6386,1300.0,262.8379,0.0,4190.4765,0,0.0,0,
2023-06-04,2682.61,2500.0,127.885,100.0,266.6197,0.0,2994.5047,0,0.0,0,
2023-06-05,2502.17,2500.0,128.1314,-700.0,270.2352,0.0,2198.3666,0,0.0,0,
2023-06-06,2024.31,2500.0,128.3778,-800.0,273.6762,0.0,2102.054,0,0.0,0,
2023-06-07,2400.63,2500.0,128.6242,-500.0,276.9349,0.0,2405.5591,0,0.0,0,
2023-06-08,2621.59,2500.0,128.8706,-200.0,280.0037,0.0,2708.8744,0,0.0,0,
2023-06-09,3431.54,2500.0,129.117,800.0,282.8755,0.0,3711.9926,0,0.0,0,
2023-06-10,4135.62,2500.0,129.3634,1300.0,285.5436,0.0,4214.907,0,0.0,0,
2023-06-11,3611.05,2500.0,129.6099,100.0,288.0016,0.0,3017.6115,0,0.0,0,
2023-06-12,2467.34,2500.0,129.8563,-700.0,290.2438,0.0,2220.1001,0,0.0,0,
2023-06-13,1977.55,2500.0,130.1027,-800.0,292.2647,0.0,2122.3674,0,0.0,0,
2023-06-14,2550.01,2500.0,130.3491,-500.0,294.0596,0.0,2424.4087,0,0.0,0,
2023-06-15,2544.87,2500.0,130.5955,-200.0,295.6241,0.0,2726.2195,0,0.0,0,
2023-06-16,3198.04,2500.0,130.8419,800.0,296.9543,0.0,3727.7962,0,0.0,0,
2023-06-17,4574.07,2500.0,131.0883,1300.0,298.0472,0.0,4229.1355,0,0.0,0,
2023-06-18,3311.46,2500.0,131.3347,100.0,298.9,0.0,3030.2347,0,0.0,0,
2023-06-19,2417.8,2500.0,131.5811,-700.0,299.5106,0.0,2231.0917,0,0.0,0,
2023-06-20,2051.58,2500.0,131.8275,-800.0,299.8776,0.0,2131.7051,0,0.0,0,
